applicant_id,matched_id,confidence,match_type,name_score,address_score,dob_score,tier,is_true_dup
APP000107,APP005429,72.16,FUZZY,100.0,60.53,20.0,AUTO_APPROVE,False
APP000108,APP008630,74.79,FUZZY,83.87,42.86,100.0,AUTO_APPROVE,False
APP000109,APP008284,72.92,FUZZY,100.0,26.42,75.0,AUTO_APPROVE,False
APP000110,APP002502,61.25,FUZZY,50.0,54.17,100.0,AUTO_APPROVE,False
APP000111,APP006847,68.33,FUZZY,100.0,61.11,0.0,AUTO_APPROVE,False
APP000112,APP000304,100.0,EXACT_PAN,91.67,100.0,75.0,AUTO_REJECT,True
APP000113,APP001102,66.9,FUZZY,75.86,46.58,75.0,AUTO_APPROVE,False
APP000114,APP009986,61.95,FUZZY,57.89,60.0,75.0,AUTO_APPROVE,False
APP000115,APP003553,67.38,FUZZY,66.67,63.49,75.0,AUTO_APPROVE,False
APP000116,APP008299,56.72,FUZZY,83.87,49.28,0.0,AUTO_APPROVE,False
APP000117,APP004575,61.05,FUZZY,100.0,36.84,0.0,AUTO_APPROVE,False
APP000118,APP008136,64.0,FUZZY,100.0,46.67,0.0,AUTO_APPROVE,False
APP000119,APP007731,61.54,FUZZY,100.0,38.46,0.0,AUTO_APPROVE,False
APP000120,APP001324,69.05,FUZZY,100.0,63.49,0.0,AUTO_APPROVE,False
APP000121,APP000618,64.62,FUZZY,100.0,48.72,0.0,AUTO_APPROVE,False
APP000122,APP008005,71.95,FUZZY,100.0,73.17,0.0,AUTO_APPROVE,False
APP000123,APP007316,92.37,FUZZY,94.74,100.0,75.0,AUTO_REJECT,True
APP000124,APP006552,70.53,FUZZY,100.0,68.42,0.0,AUTO_APPROVE,False
APP000125,APP004592,66.58,FUZZY,63.16,66.67,75.0,AUTO_APPROVE,False
APP000126,APP004252,58.73,FUZZY,55.56,53.16,75.0,AUTO_APPROVE,False
APP000127,APP001869,97.0,EXACT_PHONE,92.31,100.0,100.0,AUTO_REJECT,True
APP000128,APP002354,53.5,FUZZY,63.16,59.74,20.0,AUTO_APPROVE,False
APP000129,APP002424,100.0,FUZZY,100.0,100.0,100.0,AUTO_REJECT,True
APP000130,APP002361,59.45,FUZZY,78.79,53.52,20.0,AUTO_APPROVE,False
APP000131,APP005498,70.44,FUZZY,66.67,73.68,75.0,AUTO_APPROVE,False
APP000132,APP000297,67.29,FUZZY,82.35,37.04,75.0,AUTO_APPROVE,False
APP000133,APP005822,74.49,FUZZY,69.23,82.93,75.0,AUTO_APPROVE,False
APP000134,APP004122,60.63,FUZZY,100.0,35.44,0.0,AUTO_APPROVE,False
APP000135,APP004625,93.48,FUZZY,96.97,100.0,75.0,AUTO_REJECT,True
APP000136,APP004141,54.96,FUZZY,76.47,42.42,20.0,AUTO_APPROVE,False
APP000137,APP006720,61.7,FUZZY,61.11,90.48,20.0,AUTO_APPROVE,False
APP000138,APP005737,58.71,FUZZY,69.23,30.3,75.0,AUTO_APPROVE,False
APP000139,APP009198,67.31,FUZZY,100.0,57.69,0.0,AUTO_APPROVE,False
APP000140,APP009140,98.65,FUZZY,97.3,100.0,100.0,AUTO_REJECT,True
APP000141,APP000711,59.35,FUZZY,82.05,47.76,20.0,AUTO_APPROVE,False
APP000142,APP003344,65.66,FUZZY,64.71,61.02,75.0,AUTO_APPROVE,False
APP000143,APP004733,62.54,FUZZY,100.0,41.79,0.0,AUTO_APPROVE,False
APP000144,APP005679,65.83,FUZZY,100.0,52.78,0.0,AUTO_APPROVE,False
APP000145,APP002633,62.28,FUZZY,63.41,88.57,20.0,AUTO_APPROVE,False
APP000146,APP008194,100.0,EXACT_PAN,95.0,100.0,100.0,AUTO_REJECT,True
APP000147,APP007309,75.59,FUZZY,100.0,35.29,75.0,AUTO_APPROVE,False
APP000148,APP009548,58.76,FUZZY,94.44,38.46,0.0,AUTO_APPROVE,False
APP000149,APP004495,96.39,FUZZY,96.77,100.0,90.0,AUTO_REJECT,True
APP000150,APP006482,54.7,FUZZY,58.82,70.97,20.0,AUTO_APPROVE,False
APP000151,APP003285,67.14,FUZZY,100.0,57.14,0.0,AUTO_APPROVE,False
APP000152,APP008770,62.95,FUZZY,60.61,58.82,75.0,AUTO_APPROVE,False
APP000153,APP000722,100.0,EXACT_PAN,96.3,100.0,100.0,AUTO_REJECT,True
APP000154,APP007470,72.88,FUZZY,78.57,61.97,75.0,AUTO_APPROVE,False
APP000155,APP009931,65.18,FUZZY,65.0,42.25,100.0,AUTO_APPROVE,False
APP000156,APP009284,61.62,FUZZY,36.84,77.33,100.0,AUTO_APPROVE,False
APP000157,APP006106,74.94,FUZZY,83.87,60.0,75.0,AUTO_APPROVE,False
APP000158,APP008660,62.08,FUZZY,47.37,61.33,100.0,AUTO_APPROVE,False
APP000159,APP004987,96.57,FUZZY,97.14,100.0,90.0,AUTO_REJECT,True
APP000160,APP001752,65.57,FUZZY,72.73,47.37,75.0,AUTO_APPROVE,False
APP000161,APP002650,55.2,FUZZY,71.43,51.61,20.0,AUTO_APPROVE,False
APP000162,APP005536,67.65,FUZZY,100.0,58.82,0.0,AUTO_APPROVE,False
APP000163,APP003309,54.45,FUZZY,62.07,64.71,20.0,AUTO_APPROVE,False
APP000164,APP003907,100.0,EXACT_PAN,94.74,100.0,100.0,AUTO_REJECT,True
APP000165,APP002408,100.0,FUZZY,100.0,100.0,100.0,AUTO_REJECT,True
APP000166,APP007263,97.0,EXACT_PHONE,92.86,100.0,75.0,AUTO_REJECT,True
APP000167,APP002763,63.43,FUZZY,100.0,44.78,0.0,AUTO_APPROVE,False
APP000168,APP008358,71.11,FUZZY,100.0,70.37,0.0,AUTO_APPROVE,False
APP000169,APP004655,64.48,FUZZY,81.25,29.51,75.0,AUTO_APPROVE,False
APP000170,APP004866,59.71,FUZZY,100.0,32.35,0.0,AUTO_APPROVE,False
APP000171,APP007513,67.18,FUZZY,66.67,46.15,100.0,AUTO_APPROVE,False
APP000172,APP001604,61.82,FUZZY,100.0,39.39,0.0,AUTO_APPROVE,False
APP000173,APP002737,60.93,FUZZY,78.57,58.82,20.0,AUTO_APPROVE,False
APP000174,APP002084,61.93,FUZZY,75.86,66.67,20.0,AUTO_APPROVE,False
APP000175,APP003944,63.33,FUZZY,66.67,100.0,0.0,AUTO_APPROVE,False
APP000176,APP009922,100.0,EXACT_PAN,100.0,100.0,100.0,AUTO_REJECT,True
APP000177,APP004511,67.75,FUZZY,100.0,59.15,0.0,AUTO_APPROVE,False
APP000178,APP009439,59.82,FUZZY,88.89,37.93,20.0,AUTO_APPROVE,False
APP000179,APP007569,58.41,FUZZY,83.87,54.9,0.0,AUTO_APPROVE,False
APP000180,APP002626,69.53,FUZZY,100.0,65.12,0.0,AUTO_APPROVE,False
APP000181,APP005129,63.78,FUZZY,82.05,62.5,20.0,AUTO_APPROVE,False
APP000182,APP006180,98.57,FUZZY,97.14,100.0,100.0,AUTO_REJECT,True
APP000183,APP000952,97.0,EXACT_PHONE,96.97,100.0,75.0,AUTO_REJECT,True
APP000184,APP003922,70.12,FUZZY,100.0,53.73,20.0,AUTO_APPROVE,False
APP000185,APP008617,63.85,FUZZY,100.0,46.15,0.0,AUTO_APPROVE,False
APP000186,APP006010,62.28,FUZZY,65.0,49.28,75.0,AUTO_APPROVE,False
APP000187,APP002489,70.29,FUZZY,100.0,54.29,20.0,AUTO_APPROVE,False
APP000188,APP006739,59.65,FUZZY,78.57,54.55,20.0,AUTO_APPROVE,False
APP000189,APP001405,98.48,FUZZY,96.97,100.0,100.0,AUTO_REJECT,True
APP000190,APP004459,71.11,FUZZY,100.0,70.37,0.0,AUTO_APPROVE,False
APP000191,APP002297,60.0,FUZZY,100.0,33.33,0.0,AUTO_APPROVE,False
APP000192,APP002858,70.19,FUZZY,100.0,53.97,20.0,AUTO_APPROVE,False
APP000193,APP008377,65.83,FUZZY,82.35,68.85,20.0,AUTO_APPROVE,False
APP000194,APP008884,61.35,FUZZY,77.78,61.54,20.0,AUTO_APPROVE,False
APP000195,APP004890,58.34,FUZZY,62.07,41.03,75.0,AUTO_APPROVE,False
APP000196,APP008531,55.87,FUZZY,75.0,47.89,20.0,AUTO_APPROVE,False
APP000197,APP006700,62.22,FUZZY,65.0,49.06,75.0,AUTO_APPROVE,False
APP000198,APP008009,55.14,FUZZY,70.59,52.83,20.0,AUTO_APPROVE,False
APP000199,APP009396,56.62,FUZZY,44.44,48.0,100.0,AUTO_APPROVE,False
APP000200,APP006553,73.53,FUZZY,100.0,78.43,0.0,AUTO_APPROVE,False
APP000201,APP008041,68.62,FUZZY,100.0,62.07,0.0,AUTO_APPROVE,False
APP000202,APP002069,64.29,FUZZY,100.0,47.62,0.0,AUTO_APPROVE,False
APP000203,APP008436,62.2,FUZZY,100.0,40.68,0.0,AUTO_APPROVE,False
APP000204,APP009011,100.0,EXACT_PAN,100.0,100.0,100.0,AUTO_REJECT,True
APP000205,APP003794,69.5,FUZZY,100.0,65.0,0.0,AUTO_APPROVE,False
APP000206,APP000389,74.96,FUZZY,92.22,46.15,75.0,AUTO_APPROVE,True
APP000207,APP008268,60.34,FUZZY,100.0,34.48,0.0,AUTO_APPROVE,False
APP000208,APP002692,72.26,FUZZY,92.31,73.68,20.0,AUTO_APPROVE,False
APP000209,,0.0,NO_MATCH,0.0,0.0,0.0,AUTO_APPROVE,False
APP000210,APP004632,63.18,FUZZY,78.95,65.67,20.0,AUTO_APPROVE,False
APP000211,APP000588,62.07,FUZZY,83.33,68.0,0.0,AUTO_APPROVE,False
APP000212,APP005987,53.43,FUZZY,50.0,44.78,75.0,AUTO_APPROVE,False
APP000213,APP001713,55.29,FUZZY,63.16,29.03,75.0,AUTO_APPROVE,False
APP000214,APP005998,56.22,FUZZY,58.06,40.62,75.0,AUTO_APPROVE,False
APP000215,APP006064,63.6,FUZZY,100.0,45.33,0.0,AUTO_APPROVE,False
APP000216,APP001217,69.2,FUZZY,100.0,64.0,0.0,AUTO_APPROVE,False
APP000217,APP006792,65.37,FUZZY,100.0,51.22,0.0,AUTO_APPROVE,False
APP000218,APP006588,64.06,FUZZY,100.0,46.88,0.0,AUTO_APPROVE,False
APP000219,APP007531,75.91,FUZZY,100.0,36.36,75.0,AUTO_APPROVE,False
APP000220,APP004377,62.77,FUZZY,100.0,42.55,0.0,AUTO_APPROVE,False
APP000221,APP001543,65.53,FUZZY,63.16,63.16,75.0,AUTO_APPROVE,False
APP000222,APP009769,50.2,FUZZY,52.94,65.75,20.0,AUTO_APPROVE,False
APP000223,APP007549,63.91,FUZZY,100.0,46.38,0.0,AUTO_APPROVE,False
APP000224,APP009233,100.0,EXACT_PAN,95.0,100.0,100.0,AUTO_REJECT,True
APP000225,APP000596,62.97,FUZZY,100.0,43.24,0.0,AUTO_APPROVE,False
APP000226,APP006698,100.0,EXACT_PAN,96.0,100.0,100.0,AUTO_REJECT,True
APP000227,APP005953,69.41,FUZZY,100.0,64.71,0.0,AUTO_APPROVE,False
APP000228,APP002162,60.31,FUZZY,100.0,34.38,0.0,AUTO_APPROVE,False
APP000229,APP007240,55.96,FUZZY,46.67,42.11,100.0,AUTO_APPROVE,False
APP000230,APP009575,62.86,FUZZY,100.0,42.86,0.0,AUTO_APPROVE,False
APP000231,APP003022,79.77,FUZZY,87.18,70.59,75.0,AUTO_APPROVE,False
APP000232,APP000731,58.02,FUZZY,78.57,49.12,20.0,AUTO_APPROVE,False
APP000233,APP007569,62.45,FUZZY,100.0,41.51,0.0,AUTO_APPROVE,False
APP000234,APP007748,54.07,FUZZY,69.23,51.52,20.0,AUTO_APPROVE,False
APP000235,APP006045,59.6,FUZZY,71.43,29.63,75.0,AUTO_APPROVE,False
APP000236,APP009680,54.26,FUZZY,52.94,42.62,75.0,AUTO_APPROVE,False
APP000237,APP004198,55.44,FUZZY,81.25,36.07,20.0,AUTO_APPROVE,False
APP000238,APP008194,72.41,FUZZY,71.79,71.7,75.0,AUTO_APPROVE,False
APP000239,APP007356,51.96,FUZZY,53.33,70.97,20.0,AUTO_APPROVE,False
APP000240,APP007280,64.37,FUZZY,100.0,47.89,0.0,AUTO_APPROVE,False
APP000241,APP000476,68.0,FUZZY,100.0,60.0,0.0,AUTO_APPROVE,False
APP000242,APP006755,67.38,FUZZY,82.76,36.67,75.0,AUTO_APPROVE,False
APP000243,APP008286,82.69,FUZZY,100.0,58.97,75.0,FLAG_FOR_REVIEW,False
APP000244,APP005162,51.66,FUZZY,66.67,47.76,20.0,AUTO_APPROVE,False
APP000245,APP007500,59.38,FUZZY,100.0,31.25,0.0,AUTO_APPROVE,False
APP000246,APP006611,63.68,FUZZY,100.0,32.26,20.0,AUTO_APPROVE,False
APP000247,APP009453,56.47,FUZZY,64.86,30.14,75.0,AUTO_APPROVE,False
APP000248,APP007728,59.95,FUZZY,66.67,38.71,75.0,AUTO_APPROVE,False
APP000249,APP002809,62.31,FUZZY,100.0,27.69,20.0,AUTO_APPROVE,False
APP000250,APP000354,70.53,FUZZY,100.0,68.42,0.0,AUTO_APPROVE,False
APP000251,APP008334,63.36,FUZZY,58.82,63.16,75.0,AUTO_APPROVE,False
APP000252,APP004342,55.53,FUZZY,81.25,36.36,20.0,AUTO_APPROVE,False
APP000253,APP000313,69.78,FUZZY,69.57,66.67,75.0,AUTO_APPROVE,False
APP000254,APP001715,62.32,FUZZY,48.48,76.92,75.0,AUTO_APPROVE,False
APP000255,APP006329,62.92,FUZZY,57.89,46.58,100.0,AUTO_APPROVE,False
APP000256,APP008083,62.08,FUZZY,61.11,55.07,75.0,AUTO_APPROVE,False
APP000257,APP007209,63.52,FUZZY,100.0,45.07,0.0,AUTO_APPROVE,False
APP000258,APP003504,63.22,FUZZY,82.76,59.46,20.0,AUTO_APPROVE,False
APP000259,APP007921,64.79,FUZZY,100.0,49.32,0.0,AUTO_APPROVE,False
APP000260,APP007385,70.29,FUZZY,100.0,67.65,0.0,AUTO_APPROVE,False
APP000261,APP007593,62.45,FUZZY,100.0,41.51,0.0,AUTO_APPROVE,False
APP000262,APP007690,64.98,FUZZY,74.07,43.14,75.0,AUTO_APPROVE,False
APP000263,APP002921,54.16,FUZZY,47.06,35.44,100.0,AUTO_APPROVE,False
APP000264,APP009066,66.73,FUZZY,66.67,61.33,75.0,AUTO_APPROVE,False
APP000265,APP005724,59.2,FUZZY,82.35,46.75,20.0,AUTO_APPROVE,False
APP000266,APP001842,59.86,FUZZY,100.0,32.88,0.0,AUTO_APPROVE,False
APP000267,APP004721,59.01,FUZZY,48.48,49.23,100.0,AUTO_APPROVE,False
APP000268,APP006803,97.06,FUZZY,94.12,100.0,100.0,AUTO_REJECT,True
APP000269,APP008219,54.5,FUZZY,75.68,55.56,0.0,AUTO_APPROVE,False
APP000270,APP001059,100.0,EXACT_PAN,91.67,100.0,100.0,AUTO_REJECT,True
APP000271,APP008825,56.46,FUZZY,82.93,50.0,0.0,AUTO_APPROVE,False
APP000272,APP006498,65.48,FUZZY,70.97,100.0,0.0,AUTO_APPROVE,False
APP000273,APP006810,55.66,FUZZY,62.5,31.37,75.0,AUTO_APPROVE,False
APP000274,APP009078,54.77,FUZZY,57.14,37.33,75.0,AUTO_APPROVE,False
APP000275,APP009386,72.7,FUZZY,100.0,75.68,0.0,AUTO_APPROVE,False
APP000276,APP001907,95.37,FUZZY,94.74,100.0,90.0,AUTO_REJECT,True
APP000277,APP008129,60.83,FUZZY,100.0,36.11,0.0,AUTO_APPROVE,False
APP000278,APP000048,65.88,FUZZY,35.9,93.1,100.0,AUTO_APPROVE,False
APP000279,APP000385,97.0,EXACT_PHONE,93.75,100.0,75.0,AUTO_REJECT,True
APP000280,APP000454,56.0,FUZZY,80.0,40.0,20.0,AUTO_APPROVE,False
APP000281,APP002398,61.43,FUZZY,100.0,38.1,0.0,AUTO_APPROVE,False
APP000282,APP005282,59.09,FUZZY,100.0,30.3,0.0,AUTO_APPROVE,False
APP000283,APP009389,65.93,FUZZY,78.57,38.81,75.0,AUTO_APPROVE,False
APP000284,APP005047,51.65,FUZZY,64.0,52.17,20.0,AUTO_APPROVE,False
APP000285,APP005125,61.8,FUZZY,70.0,39.34,75.0,AUTO_APPROVE,False
APP000286,APP006193,100.0,FUZZY,100.0,100.0,100.0,AUTO_REJECT,True
APP000287,APP007733,63.64,FUZZY,100.0,45.45,0.0,AUTO_APPROVE,False
APP000288,APP009626,64.07,FUZZY,82.76,62.3,20.0,AUTO_APPROVE,False
APP000289,APP005539,71.19,FUZZY,85.71,44.44,75.0,AUTO_APPROVE,False
APP000290,APP006311,100.0,FUZZY,100.0,100.0,100.0,AUTO_REJECT,True
APP000291,APP003422,57.64,FUZZY,78.79,47.5,20.0,AUTO_APPROVE,False
APP000292,APP001254,66.36,FUZZY,100.0,54.55,0.0,AUTO_APPROVE,False
APP000293,APP004635,56.59,FUZZY,61.54,72.73,20.0,AUTO_APPROVE,False
APP000294,APP001942,61.19,FUZZY,60.0,37.29,100.0,AUTO_APPROVE,False
APP000295,APP002158,68.23,FUZZY,80.0,80.77,20.0,AUTO_APPROVE,False
APP000296,APP007017,65.64,FUZZY,84.21,65.12,20.0,AUTO_APPROVE,False
APP000297,APP000132,67.29,FUZZY,82.35,37.04,75.0,AUTO_APPROVE,False
APP000298,APP006941,95.06,FUZZY,94.12,100.0,90.0,AUTO_REJECT,True
APP000299,APP003243,92.5,FUZZY,95.0,100.0,75.0,AUTO_REJECT,True
APP000300,APP001777,63.15,FUZZY,100.0,43.84,0.0,AUTO_APPROVE,False
APP000301,,0.0,NO_MATCH,0.0,0.0,0.0,AUTO_APPROVE,False
APP000302,APP001311,59.0,FUZZY,100.0,30.0,0.0,AUTO_APPROVE,False
APP000303,APP002681,68.33,FUZZY,100.0,47.76,20.0,AUTO_APPROVE,False
APP000304,APP000112,100.0,EXACT_PAN,91.67,100.0,75.0,AUTO_REJECT,True
APP000305,APP000407,100.0,EXACT_PAN,94.74,100.0,75.0,AUTO_REJECT,True
APP000306,APP005870,59.39,FUZZY,63.16,79.37,20.0,AUTO_APPROVE,False
APP000307,APP000612,69.3,FUZZY,82.35,43.75,75.0,AUTO_APPROVE,False
